NO_OF_SAMPLES	23345
FREQUENCY	1000
TIME_STAMP	2024-03-28, 16:25:31.372	8765.20812810
FIRST_SAMPLE	8291
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Kistler Force Plates
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	6157649
FORCE_PLATE_CORNER_POSX_POSY_X	600.000024
FORCE_PLATE_CORNER_POSX_POSY_Y	-409.999996
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	600.000024
FORCE_PLATE_CORNER_NEGX_POSY_Y	-810.000002
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_Y	-810.000002
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_Y	-409.999996
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000
FORCE_PLATE_OFFSET_X	0.000000
FORCE_PLATE_OFFSET_Y	0.000000
FORCE_PLATE_OFFSET_Z	0.000000
FORCE_PLATE_LENGTH	600.000024
FORCE_PLATE_WIDTH	400.000006
SAMPLE	TIME	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
8402	8.40100	0.000000	0.036067	0.144270	0.049468	0.006084	0.018755	0.000000	0.000000	0.000000	
8403	8.40200	0.036067	0.054101	0.126236	0.110488	0.025206	0.019476	0.000000	0.000000	0.000000	
8404	8.40300	0.018034	0.036067	0.072135	0.409757	0.089667	0.013706	0.000000	0.000000	0.000000	
8405	8.40400	0.000000	0.018034	0.108202	0.158773	0.029254	0.015148	0.000000	0.000000	0.000000	
8406	8.40500	0.000000	0.072135	0.162303	0.038979	0.013857	0.017312	0.000000	0.000000	0.000000	
8407	8.40600	0.018034	0.036067	0.108202	0.130303	0.033894	0.020919	0.000000	0.000000	0.000000	
8408	8.40700	-0.018034	0.036067	0.054101	-11.937496	-5.571539	0.023805	0.000000	0.000000	0.000000	
8409	8.40800	-0.018034	0.036067	0.072135	1.427724	0.190966	0.012263	0.000000	0.000000	0.000000	
8410	8.40900	0.018034	0.036067	0.126236	0.065449	0.019553	0.012263	0.000000	0.000000	0.000000	
8411	8.41000	0.036067	0.054101	0.144270	0.025195	0.020653	0.013706	0.000000	0.000000	0.000000	
8412	8.41100	0.018034	0.036067	0.036067	-2221.708252	-550.510132	0.019476	0.000000	0.000000	0.000000	
8413	8.41200	0.018034	0.036067	0.108202	0.474638	0.095064	0.019476	0.000000	0.000000	0.000000	
8414	8.41300	0.000000	0.036067	0.126236	0.122192	0.029978	0.015870	0.000000	0.000000	0.000000	
8415	8.41400	0.018034	0.036067	0.072135	1.414180	0.088155	0.019476	0.000000	0.000000	0.000000	
8416	8.41500	0.000000	0.036067	0.072135	0.665852	0.081140	0.018755	0.000000	0.000000	0.000000	
8417	8.41600	0.018034	0.054101	0.108202	0.057364	0.014036	0.017312	0.000000	0.000000	0.000000	
8418	8.41700	0.018034	0.072135	0.144270	0.024757	0.008189	0.007935	0.000000	0.000000	0.000000	
8419	8.41800	-0.018034	0.036067	0.054101	1.254979	0.172409	0.015148	0.000000	0.000000	0.000000	
8420	8.41900	0.000000	0.054101	0.108202	0.107435	0.024873	0.009378	0.000000	0.000000	0.000000	
8421	8.42000	0.036067	0.054101	0.144270	0.049630	0.008013	0.009378	0.000000	0.000000	0.000000	
8422	8.42100	-0.018034	0.072135	0.126236	0.041512	0.001826	0.010820	0.000000	0.000000	0.000000	
8423	8.42200	-0.018034	0.072135	0.162303	0.050216	0.006688	0.006492	0.000000	0.000000	0.000000	
8424	8.42300	0.018034	0.036067	0.108202	0.062058	0.014995	0.018034	0.000000	0.000000	0.000000	
8425	8.42400	0.018034	0.036067	0.090168	0.066892	0.015313	0.013706	0.000000	0.000000	0.000000	
8426	8.42500	0.054101	0.036067	0.108202	0.053885	0.011901	0.013706	0.000000	0.000000	0.000000	
8427	8.42600	0.000000	0.000000	0.108202	0.033480	0.005054	0.014427	0.000000	0.000000	0.000000	
8428	8.42700	0.000000	0.018034	0.126236	0.045990	0.003655	0.015148	0.000000	0.000000	0.000000	
8429	8.42800	0.018034	0.036067	0.162303	0.051612	0.004002	0.016591	0.000000	0.000000	0.000000	
8430	8.42900	0.000000	0.036067	0.216405	0.051958	-0.008062	0.008656	0.000000	0.000000	0.000000	
8431	8.43000	0.000000	0.036067	0.126236	0.044614	0.003444	0.008656	0.000000	0.000000	0.000000	
8432	8.43100	0.000000	0.036067	0.108202	0.116154	0.026840	0.011542	0.000000	0.000000	0.000000	
8433	8.43200	0.000000	0.036067	0.144270	0.049468	0.006084	0.018755	0.000000	0.000000	0.000000	
8434	8.43300	0.018034	0.054101	0.198371	0.021217	0.006662	0.017312	0.000000	0.000000	0.000000	
8435	8.43400	-0.018034	0.054101	0.162303	0.039753	0.005325	0.020198	0.000000	0.000000	0.000000	
8436	8.43500	-0.018034	0.036067	0.144270	0.037197	0.003451	0.018034	0.000000	0.000000	0.000000	
8437	8.43600	0.036067	0.054101	0.126236	0.022672	0.003348	0.012263	0.000000	0.000000	0.000000	
8438	8.43700	0.036067	0.018034	0.144270	0.073791	0.014159	0.019476	0.000000	0.000000	0.000000	
8439	8.43800	0.018034	0.018034	0.144270	0.038755	0.005314	0.018755	0.000000	0.000000	0.000000	
8440	8.43900	0.036067	0.018034	0.162303	0.032185	0.003406	0.013706	0.000000	0.000000	0.000000	
8441	8.44000	0.000000	0.018034	0.162303	0.041890	0.002193	0.009378	0.000000	0.000000	0.000000	
8442	8.44100	0.000000	0.036067	0.126236	0.033461	0.002245	0.014427	0.000000	0.000000	0.000000	
8443	8.44200	-0.018034	0.018034	0.126236	0.036252	-0.007541	0.018755	0.000000	0.000000	0.000000	
8444	8.44300	-0.036067	0.036067	0.180337	0.026382	-0.001508	0.008656	0.000000	0.000000	0.000000	
8445	8.44400	-0.018034	0.036067	0.180337	0.044366	-0.000861	0.019476	0.000000	0.000000	0.000000	
8446	8.44500	0.000000	0.018034	0.126236	0.058682	-0.006352	0.016591	0.000000	0.000000	0.000000	
8447	8.44600	0.036067	0.036067	0.180337	0.034919	-0.002210	0.017312	0.000000	0.000000	0.000000	
8448	8.44700	0.000000	0.018034	0.126236	0.034667	-0.002333	0.018034	0.000000	0.000000	0.000000	
